FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,YEAR,WEATHER_CONDITION,INJURIES_TOTAL
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,FREEZING RAIN/DRIZZLE,13
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,OTHER,7
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,RAIN,201
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,SNOW,57
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2022,UNKNOWN,135
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,BLOWING SNOW,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLEAR,1822
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLOUDY/OVERCAST,82
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,FOG/SMOKE/HAZE,5
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,FREEZING RAIN/DRIZZLE,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,OTHER,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,RAIN,157
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,SNOW,35
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2023,UNKNOWN,131
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,CLEAR,166
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,CLOUDY/OVERCAST,7
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,RAIN,13
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,SNOW,8
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2015,UNKNOWN,4
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,CLEAR,659
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,CLOUDY/OVERCAST,15
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,OTHER,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,RAIN,64
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,SNOW,16
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2016,UNKNOWN,26
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,CLEAR,1018
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,CLOUDY/OVERCAST,47
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,FOG/SMOKE/HAZE,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,OTHER,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,RAIN,146
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,SNOW,26
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2017,UNKNOWN,23
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,CLEAR,1463
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,CLOUDY/OVERCAST,67
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,FOG/SMOKE/HAZE,10
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,OTHER,6
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,RAIN,155
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,SNOW,40
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2018,UNKNOWN,30
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,CLEAR,1401
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,CLOUDY/OVERCAST,70
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,FOG/SMOKE/HAZE,4
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,FREEZING RAIN/DRIZZLE,3
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,OTHER,7
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,RAIN,173
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,SLEET/HAIL,8
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,SNOW,57
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2019,UNKNOWN,33
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,BLOWING SNOW,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,CLEAR,883
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,CLOUDY/OVERCAST,44
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,FOG/SMOKE/HAZE,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,FREEZING RAIN/DRIZZLE,6
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,RAIN,113
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,SNOW,27
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2020,UNKNOWN,18
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,BLOWING SNOW,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,CLEAR,1220
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,CLOUDY/OVERCAST,51
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,FREEZING RAIN/DRIZZLE,3
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,OTHER,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,RAIN,109
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,SNOW,37
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2021,UNKNOWN,43
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,BLOWING SNOW,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,CLEAR,1205
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,CLOUDY/OVERCAST,47
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,FREEZING RAIN/DRIZZLE,4
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,OTHER,7
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,RAIN,146
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,SLEET/HAIL,3
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,SNOW,42
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2022,UNKNOWN,75
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,BLOWING SNOW,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,CLEAR,913
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,CLOUDY/OVERCAST,48
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,FREEZING RAIN/DRIZZLE,4
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,OTHER,2
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,RAIN,104
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,SLEET/HAIL,4
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,SNOW,24
SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2023,UNKNOWN,77
SIDESWIPE SAME DIRECTION,DRIVEWAY,2015,CLEAR,6
SIDESWIPE SAME DIRECTION,DRIVEWAY,2015,RAIN,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2016,CLEAR,9
SIDESWIPE SAME DIRECTION,DRIVEWAY,2017,CLEAR,21
SIDESWIPE SAME DIRECTION,DRIVEWAY,2017,CLOUDY/OVERCAST,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2017,RAIN,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2017,SNOW,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2017,UNKNOWN,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2018,CLEAR,10
SIDESWIPE SAME DIRECTION,DRIVEWAY,2018,CLOUDY/OVERCAST,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2018,SNOW,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2019,CLEAR,18
SIDESWIPE SAME DIRECTION,DRIVEWAY,2019,RAIN,3
SIDESWIPE SAME DIRECTION,DRIVEWAY,2020,CLEAR,11
SIDESWIPE SAME DIRECTION,DRIVEWAY,2020,CLOUDY/OVERCAST,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2021,CLEAR,7
SIDESWIPE SAME DIRECTION,DRIVEWAY,2021,RAIN,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2021,UNKNOWN,1
SIDESWIPE SAME DIRECTION,DRIVEWAY,2022,CLEAR,7
SIDESWIPE SAME DIRECTION,DRIVEWAY,2023,CLEAR,7
SIDESWIPE SAME DIRECTION,DRIVEWAY,2023,RAIN,2
SIDESWIPE SAME DIRECTION,DRIVEWAY,2023,UNKNOWN,2
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2019,CLEAR,13
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2019,RAIN,2
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2020,CLEAR,16
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2020,CLOUDY/OVERCAST,3
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2020,RAIN,2
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2021,CLEAR,15
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2021,RAIN,3
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2021,UNKNOWN,1
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2022,CLEAR,23
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2022,RAIN,2
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2022,UNKNOWN,1
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2023,CLEAR,20
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2023,CLOUDY/OVERCAST,1
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2023,RAIN,4
SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",2023,UNKNOWN,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,CLEAR,326
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,CLOUDY/OVERCAST,15
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,RAIN,32
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,SNOW,6
SIDESWIPE SAME DIRECTION,FOUR WAY,2019,UNKNOWN,10
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,CLEAR,355
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,CLOUDY/OVERCAST,10
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,FREEZING RAIN/DRIZZLE,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,RAIN,27
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,SNOW,14
SIDESWIPE SAME DIRECTION,FOUR WAY,2020,UNKNOWN,23
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,CLEAR,481
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,CLOUDY/OVERCAST,20
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,FREEZING RAIN/DRIZZLE,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,RAIN,47
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,SNOW,6
SIDESWIPE SAME DIRECTION,FOUR WAY,2021,UNKNOWN,20
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,BLOWING SNOW,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,CLEAR,549
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,CLOUDY/OVERCAST,25
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,FOG/SMOKE/HAZE,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,FREEZING RAIN/DRIZZLE,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,OTHER,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,RAIN,55
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,SNOW,20
SIDESWIPE SAME DIRECTION,FOUR WAY,2022,UNKNOWN,43
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,CLEAR,687
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,CLOUDY/OVERCAST,25
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,FOG/SMOKE/HAZE,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,FREEZING RAIN/DRIZZLE,2
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,RAIN,72
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,SNOW,14
SIDESWIPE SAME DIRECTION,FOUR WAY,2023,UNKNOWN,54
SIDESWIPE SAME DIRECTION,L-INTERSECTION,2019,CLEAR,1
SIDESWIPE SAME DIRECTION,L-INTERSECTION,2022,CLEAR,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2014,RAIN,1
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,CLEAR,537
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,CLOUDY/OVERCAST,26
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,RAIN,54
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,SLEET/HAIL,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,SNOW,16
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2015,UNKNOWN,17
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,CLEAR,3114
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,CLOUDY/OVERCAST,102
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,FOG/SMOKE/HAZE,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,OTHER,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,RAIN,261
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,SNOW,75
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2016,UNKNOWN,125
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,CLEAR,5419
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,CLOUDY/OVERCAST,167
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,FOG/SMOKE/HAZE,8
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,OTHER,9
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,RAIN,566
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,SLEET/HAIL,6
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,SNOW,93
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2017,UNKNOWN,90
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,CLEAR,7605
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,CLOUDY/OVERCAST,280
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,FOG/SMOKE/HAZE,20
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,OTHER,20
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,RAIN,663
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,SLEET/HAIL,6
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,SNOW,224
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2018,UNKNOWN,215
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,CLEAR,7112
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,CLOUDY/OVERCAST,291
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,FOG/SMOKE/HAZE,6
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,FREEZING RAIN/DRIZZLE,10
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,OTHER,21
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,RAIN,716
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,SEVERE CROSS WIND GATE,1
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,SLEET/HAIL,16
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,SNOW,258
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2019,UNKNOWN,230
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,CLEAR,4690
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,CLOUDY/OVERCAST,160
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,FOG/SMOKE/HAZE,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,FREEZING RAIN/DRIZZLE,16
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,OTHER,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,RAIN,356
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,SEVERE CROSS WIND GATE,1
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,SNOW,143
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2020,UNKNOWN,149
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,BLOWING SNOW,1
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,CLEAR,6188
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,CLOUDY/OVERCAST,215
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,FOG/SMOKE/HAZE,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,FREEZING RAIN/DRIZZLE,13
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,OTHER,10
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,RAIN,451
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,SNOW,161
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2021,UNKNOWN,258
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,"BLOWING SAND, SOIL, DIRT",1
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,BLOWING SNOW,9
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,CLEAR,6233
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,CLOUDY/OVERCAST,205
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,FOG/SMOKE/HAZE,5
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,FREEZING RAIN/DRIZZLE,21
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,OTHER,21
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,RAIN,549
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,SLEET/HAIL,5
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,SNOW,202
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2022,UNKNOWN,472
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,BLOWING SNOW,4
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,CLEAR,4945
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,CLOUDY/OVERCAST,188
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,FOG/SMOKE/HAZE,6
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,FREEZING RAIN/DRIZZLE,16
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,OTHER,9
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,RAIN,426
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,SLEET/HAIL,3
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,SNOW,78
SIDESWIPE SAME DIRECTION,NOT DIVIDED,2023,UNKNOWN,546
SIDESWIPE SAME DIRECTION,NOT REPORTED,2019,CLEAR,1
SIDESWIPE SAME DIRECTION,NOT REPORTED,2020,CLEAR,2
SIDESWIPE SAME DIRECTION,NOT REPORTED,2021,CLEAR,3
SIDESWIPE SAME DIRECTION,NOT REPORTED,2021,RAIN,1
SIDESWIPE SAME DIRECTION,NOT REPORTED,2021,SNOW,1
SIDESWIPE SAME DIRECTION,NOT REPORTED,2021,UNKNOWN,1
SIDESWIPE SAME DIRECTION,NOT REPORTED,2022,CLEAR,9
SIDESWIPE SAME DIRECTION,NOT REPORTED,2023,CLEAR,3
SIDESWIPE SAME DIRECTION,NOT REPORTED,2023,UNKNOWN,1
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,CLEAR,275
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,CLOUDY/OVERCAST,12
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,OTHER,2
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,RAIN,31
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,SNOW,3
SIDESWIPE SAME DIRECTION,ONE-WAY,2015,UNKNOWN,15
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,CLEAR,1157
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,CLOUDY/OVERCAST,45
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,OTHER,1
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,RAIN,102
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,SNOW,33
SIDESWIPE SAME DIRECTION,ONE-WAY,2016,UNKNOWN,59
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,CLEAR,1700
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,CLOUDY/OVERCAST,58
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,FOG/SMOKE/HAZE,2
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,OTHER,9
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,RAIN,187
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,SLEET/HAIL,3
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,SNOW,33
SIDESWIPE SAME DIRECTION,ONE-WAY,2017,UNKNOWN,44
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,CLEAR,2135
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,CLOUDY/OVERCAST,88
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,FOG/SMOKE/HAZE,6
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,OTHER,4
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,RAIN,209
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,SEVERE CROSS WIND GATE,1
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,SLEET/HAIL,2
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,SNOW,77
SIDESWIPE SAME DIRECTION,ONE-WAY,2018,UNKNOWN,48
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,BLOWING SNOW,1
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,CLEAR,2168
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,CLOUDY/OVERCAST,72
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,FOG/SMOKE/HAZE,4
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,FREEZING RAIN/DRIZZLE,4
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,OTHER,6
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,RAIN,215
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,SLEET/HAIL,4
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,SNOW,72
SIDESWIPE SAME DIRECTION,ONE-WAY,2019,UNKNOWN,58
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,BLOWING SNOW,2
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,CLEAR,1253
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,CLOUDY/OVERCAST,46
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,FOG/SMOKE/HAZE,5
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,FREEZING RAIN/DRIZZLE,4
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,OTHER,3
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,RAIN,81
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,SLEET/HAIL,1
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,SNOW,59
SIDESWIPE SAME DIRECTION,ONE-WAY,2020,UNKNOWN,50
SIDESWIPE SAME DIRECTION,ONE-WAY,2021,BLOWING SNOW,2
