FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,YEAR,WEATHER_CONDITION,INJURIES_TOTAL
ANGLE,ALLEY,2015,CLEAR,19
ANGLE,ALLEY,2015,CLOUDY/OVERCAST,1
ANGLE,ALLEY,2015,RAIN,6
ANGLE,ALLEY,2015,UNKNOWN,2
ANGLE,ALLEY,2016,CLEAR,148
ANGLE,ALLEY,2016,CLOUDY/OVERCAST,5
ANGLE,ALLEY,2016,RAIN,6
ANGLE,ALLEY,2016,SNOW,8
ANGLE,ALLEY,2016,UNKNOWN,10
ANGLE,ALLEY,2017,CLEAR,223
ANGLE,ALLEY,2017,CLOUDY/OVERCAST,7
ANGLE,ALLEY,2017,OTHER,1
ANGLE,ALLEY,2017,RAIN,25
ANGLE,ALLEY,2017,SNOW,8
ANGLE,ALLEY,2017,UNKNOWN,7
ANGLE,ALLEY,2018,CLEAR,295
ANGLE,ALLEY,2018,CLOUDY/OVERCAST,25
ANGLE,ALLEY,2018,OTHER,1
ANGLE,ALLEY,2018,RAIN,29
ANGLE,ALLEY,2018,SNOW,19
ANGLE,ALLEY,2018,UNKNOWN,10
ANGLE,ALLEY,2019,CLEAR,231
ANGLE,ALLEY,2019,CLOUDY/OVERCAST,16
ANGLE,ALLEY,2019,FREEZING RAIN/DRIZZLE,1
ANGLE,ALLEY,2019,OTHER,3
ANGLE,ALLEY,2019,RAIN,25
ANGLE,ALLEY,2019,SLEET/HAIL,1
ANGLE,ALLEY,2019,SNOW,30
ANGLE,ALLEY,2019,UNKNOWN,11
ANGLE,ALLEY,2020,CLEAR,206
ANGLE,ALLEY,2020,CLOUDY/OVERCAST,10
ANGLE,ALLEY,2020,FREEZING RAIN/DRIZZLE,2
ANGLE,ALLEY,2020,OTHER,1
ANGLE,ALLEY,2020,RAIN,17
ANGLE,ALLEY,2020,SNOW,4
ANGLE,ALLEY,2020,UNKNOWN,7
ANGLE,ALLEY,2021,CLEAR,236
ANGLE,ALLEY,2021,CLOUDY/OVERCAST,11
ANGLE,ALLEY,2021,OTHER,3
ANGLE,ALLEY,2021,RAIN,13
ANGLE,ALLEY,2021,SNOW,13
ANGLE,ALLEY,2021,UNKNOWN,11
ANGLE,ALLEY,2022,CLEAR,243
ANGLE,ALLEY,2022,CLOUDY/OVERCAST,11
ANGLE,ALLEY,2022,FOG/SMOKE/HAZE,1
ANGLE,ALLEY,2022,FREEZING RAIN/DRIZZLE,4
ANGLE,ALLEY,2022,OTHER,2
ANGLE,ALLEY,2022,RAIN,17
ANGLE,ALLEY,2022,SLEET/HAIL,1
ANGLE,ALLEY,2022,SNOW,10
ANGLE,ALLEY,2022,UNKNOWN,25
ANGLE,ALLEY,2023,CLEAR,221
ANGLE,ALLEY,2023,CLOUDY/OVERCAST,3
ANGLE,ALLEY,2023,FREEZING RAIN/DRIZZLE,1
ANGLE,ALLEY,2023,RAIN,24
ANGLE,ALLEY,2023,SNOW,5
ANGLE,ALLEY,2023,UNKNOWN,27
ANGLE,CENTER TURN LANE,2015,CLEAR,4
ANGLE,CENTER TURN LANE,2015,RAIN,1
ANGLE,CENTER TURN LANE,2016,CLEAR,16
ANGLE,CENTER TURN LANE,2016,CLOUDY/OVERCAST,3
ANGLE,CENTER TURN LANE,2016,RAIN,3
ANGLE,CENTER TURN LANE,2016,UNKNOWN,3
ANGLE,CENTER TURN LANE,2017,CLEAR,48
ANGLE,CENTER TURN LANE,2017,CLOUDY/OVERCAST,2
ANGLE,CENTER TURN LANE,2017,RAIN,6
ANGLE,CENTER TURN LANE,2017,SNOW,1
ANGLE,CENTER TURN LANE,2017,UNKNOWN,1
ANGLE,CENTER TURN LANE,2018,CLEAR,94
ANGLE,CENTER TURN LANE,2018,CLOUDY/OVERCAST,3
ANGLE,CENTER TURN LANE,2018,FOG/SMOKE/HAZE,1
ANGLE,CENTER TURN LANE,2018,OTHER,1
ANGLE,CENTER TURN LANE,2018,RAIN,11
ANGLE,CENTER TURN LANE,2018,SNOW,8
ANGLE,CENTER TURN LANE,2018,UNKNOWN,2
ANGLE,CENTER TURN LANE,2019,CLEAR,63
ANGLE,CENTER TURN LANE,2019,CLOUDY/OVERCAST,5
ANGLE,CENTER TURN LANE,2019,RAIN,8
ANGLE,CENTER TURN LANE,2019,SNOW,1
ANGLE,CENTER TURN LANE,2019,UNKNOWN,3
ANGLE,CENTER TURN LANE,2020,CLEAR,35
ANGLE,CENTER TURN LANE,2020,CLOUDY/OVERCAST,3
ANGLE,CENTER TURN LANE,2020,FREEZING RAIN/DRIZZLE,1
ANGLE,CENTER TURN LANE,2020,RAIN,9
ANGLE,CENTER TURN LANE,2020,SNOW,2
ANGLE,CENTER TURN LANE,2020,UNKNOWN,2
ANGLE,CENTER TURN LANE,2021,CLEAR,38
ANGLE,CENTER TURN LANE,2021,CLOUDY/OVERCAST,3
ANGLE,CENTER TURN LANE,2021,FREEZING RAIN/DRIZZLE,1
ANGLE,CENTER TURN LANE,2021,RAIN,2
ANGLE,CENTER TURN LANE,2021,SNOW,1
ANGLE,CENTER TURN LANE,2022,CLEAR,36
ANGLE,CENTER TURN LANE,2022,CLOUDY/OVERCAST,3
ANGLE,CENTER TURN LANE,2022,RAIN,6
ANGLE,CENTER TURN LANE,2022,SNOW,2
ANGLE,CENTER TURN LANE,2022,UNKNOWN,2
ANGLE,CENTER TURN LANE,2023,CLEAR,32
ANGLE,CENTER TURN LANE,2023,RAIN,3
ANGLE,CENTER TURN LANE,2023,SNOW,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2014,CLEAR,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,CLEAR,126
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,CLOUDY/OVERCAST,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,RAIN,16
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,SLEET/HAIL,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,SNOW,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2015,UNKNOWN,9
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,CLEAR,604
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,CLOUDY/OVERCAST,22
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,FOG/SMOKE/HAZE,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,OTHER,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,RAIN,62
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,SLEET/HAIL,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,SNOW,25
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2016,UNKNOWN,27
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,CLEAR,1313
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,CLOUDY/OVERCAST,64
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,OTHER,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,RAIN,198
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,SLEET/HAIL,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,SNOW,31
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2017,UNKNOWN,30
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,CLEAR,1978
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,CLOUDY/OVERCAST,111
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,FOG/SMOKE/HAZE,6
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,OTHER,6
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,RAIN,276
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,SLEET/HAIL,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,SNOW,107
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2018,UNKNOWN,32
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLEAR,1178
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLOUDY/OVERCAST,65
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,FOG/SMOKE/HAZE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,FREEZING RAIN/DRIZZLE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,OTHER,5
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,RAIN,179
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,SEVERE CROSS WIND GATE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,SLEET/HAIL,5
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,SNOW,77
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2019,UNKNOWN,13
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,CLEAR,974
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,CLOUDY/OVERCAST,32
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,FOG/SMOKE/HAZE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,FREEZING RAIN/DRIZZLE,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,OTHER,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,RAIN,122
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,SEVERE CROSS WIND GATE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,SLEET/HAIL,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,SNOW,42
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2020,UNKNOWN,10
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,CLEAR,1107
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,CLOUDY/OVERCAST,44
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,FOG/SMOKE/HAZE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,FREEZING RAIN/DRIZZLE,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,OTHER,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,RAIN,119
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,SEVERE CROSS WIND GATE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,SLEET/HAIL,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,SNOW,41
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2021,UNKNOWN,29
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,BLOWING SNOW,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,CLEAR,975
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,CLOUDY/OVERCAST,48
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,FOG/SMOKE/HAZE,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,FREEZING RAIN/DRIZZLE,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,OTHER,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,RAIN,131
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,SLEET/HAIL,3
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,SNOW,53
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2022,UNKNOWN,26
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLEAR,751
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLOUDY/OVERCAST,29
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,FOG/SMOKE/HAZE,1
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,FREEZING RAIN/DRIZZLE,4
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,OTHER,2
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,RAIN,89
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,SNOW,18
ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2023,UNKNOWN,23
ANGLE,DIVIDED - W/MEDIAN BARRIER,2015,CLEAR,24
ANGLE,DIVIDED - W/MEDIAN BARRIER,2015,RAIN,7
ANGLE,DIVIDED - W/MEDIAN BARRIER,2015,UNKNOWN,2
ANGLE,DIVIDED - W/MEDIAN BARRIER,2016,CLEAR,92
ANGLE,DIVIDED - W/MEDIAN BARRIER,2016,CLOUDY/OVERCAST,5
ANGLE,DIVIDED - W/MEDIAN BARRIER,2016,RAIN,15
ANGLE,DIVIDED - W/MEDIAN BARRIER,2016,SNOW,5
ANGLE,DIVIDED - W/MEDIAN BARRIER,2016,UNKNOWN,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,CLEAR,222
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,CLOUDY/OVERCAST,11
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,OTHER,2
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,RAIN,40
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,SNOW,6
ANGLE,DIVIDED - W/MEDIAN BARRIER,2017,UNKNOWN,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,CLEAR,373
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,CLOUDY/OVERCAST,19
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,OTHER,2
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,RAIN,50
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,SLEET/HAIL,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,SNOW,18
ANGLE,DIVIDED - W/MEDIAN BARRIER,2018,UNKNOWN,5
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,CLEAR,207
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,CLOUDY/OVERCAST,17
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,FREEZING RAIN/DRIZZLE,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,OTHER,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,RAIN,32
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,SLEET/HAIL,2
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,SNOW,11
ANGLE,DIVIDED - W/MEDIAN BARRIER,2019,UNKNOWN,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,CLEAR,167
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,CLOUDY/OVERCAST,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,FREEZING RAIN/DRIZZLE,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,RAIN,32
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,SNOW,4
ANGLE,DIVIDED - W/MEDIAN BARRIER,2020,UNKNOWN,3
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,BLOWING SNOW,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,CLEAR,184
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,CLOUDY/OVERCAST,7
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,RAIN,21
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,SLEET/HAIL,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,SNOW,11
ANGLE,DIVIDED - W/MEDIAN BARRIER,2021,UNKNOWN,8
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,BLOWING SNOW,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,CLEAR,185
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,CLOUDY/OVERCAST,6
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,FREEZING RAIN/DRIZZLE,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,OTHER,2
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,RAIN,22
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,SNOW,10
ANGLE,DIVIDED - W/MEDIAN BARRIER,2022,UNKNOWN,8
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,CLEAR,123
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,CLOUDY/OVERCAST,9
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,FOG/SMOKE/HAZE,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,FREEZING RAIN/DRIZZLE,1
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,RAIN,22
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,SNOW,5
ANGLE,DIVIDED - W/MEDIAN BARRIER,2023,UNKNOWN,5
ANGLE,DRIVEWAY,2015,CLEAR,4
ANGLE,DRIVEWAY,2015,CLOUDY/OVERCAST,1
ANGLE,DRIVEWAY,2016,CLEAR,12
ANGLE,DRIVEWAY,2016,CLOUDY/OVERCAST,1
ANGLE,DRIVEWAY,2016,RAIN,1
ANGLE,DRIVEWAY,2016,UNKNOWN,1
ANGLE,DRIVEWAY,2017,CLEAR,26
ANGLE,DRIVEWAY,2017,CLOUDY/OVERCAST,3
ANGLE,DRIVEWAY,2017,RAIN,3
ANGLE,DRIVEWAY,2017,SNOW,1
ANGLE,DRIVEWAY,2017,UNKNOWN,1
ANGLE,DRIVEWAY,2018,CLEAR,36
ANGLE,DRIVEWAY,2018,RAIN,4
ANGLE,DRIVEWAY,2018,UNKNOWN,1
ANGLE,DRIVEWAY,2019,CLEAR,30
ANGLE,DRIVEWAY,2019,CLOUDY/OVERCAST,1
ANGLE,DRIVEWAY,2019,FOG/SMOKE/HAZE,1
ANGLE,DRIVEWAY,2019,RAIN,4
ANGLE,DRIVEWAY,2019,SNOW,3
ANGLE,DRIVEWAY,2020,CLEAR,21
ANGLE,DRIVEWAY,2020,CLOUDY/OVERCAST,1
ANGLE,DRIVEWAY,2020,OTHER,1
ANGLE,DRIVEWAY,2020,RAIN,1
ANGLE,DRIVEWAY,2021,CLEAR,20
ANGLE,DRIVEWAY,2021,CLOUDY/OVERCAST,2
ANGLE,DRIVEWAY,2021,RAIN,3
ANGLE,DRIVEWAY,2021,SNOW,1
ANGLE,DRIVEWAY,2021,UNKNOWN,1
ANGLE,DRIVEWAY,2022,CLEAR,16
ANGLE,DRIVEWAY,2022,RAIN,2
ANGLE,DRIVEWAY,2022,SNOW,1
ANGLE,DRIVEWAY,2023,CLEAR,17
ANGLE,DRIVEWAY,2023,CLOUDY/OVERCAST,1
ANGLE,DRIVEWAY,2023,RAIN,2
ANGLE,"FIVE POINT, OR MORE",2019,CLEAR,20
ANGLE,"FIVE POINT, OR MORE",2019,CLOUDY/OVERCAST,3
ANGLE,"FIVE POINT, OR MORE",2019,RAIN,3
ANGLE,"FIVE POINT, OR MORE",2019,SNOW,1
ANGLE,"FIVE POINT, OR MORE",2020,CLEAR,29
ANGLE,"FIVE POINT, OR MORE",2020,OTHER,1
ANGLE,"FIVE POINT, OR MORE",2020,RAIN,3
ANGLE,"FIVE POINT, OR MORE",2021,BLOWING SNOW,1
ANGLE,"FIVE POINT, OR MORE",2021,CLEAR,37
ANGLE,"FIVE POINT, OR MORE",2021,RAIN,2
ANGLE,"FIVE POINT, OR MORE",2021,SNOW,1
ANGLE,"FIVE POINT, OR MORE",2022,CLEAR,25
ANGLE,"FIVE POINT, OR MORE",2022,CLOUDY/OVERCAST,1
ANGLE,"FIVE POINT, OR MORE",2022,RAIN,3
ANGLE,"FIVE POINT, OR MORE",2022,SNOW,2
ANGLE,"FIVE POINT, OR MORE",2022,UNKNOWN,4
ANGLE,"FIVE POINT, OR MORE",2023,CLEAR,19
ANGLE,"FIVE POINT, OR MORE",2023,CLOUDY/OVERCAST,2
ANGLE,"FIVE POINT, OR MORE",2023,RAIN,1
ANGLE,"FIVE POINT, OR MORE",2023,SNOW,2
ANGLE,"FIVE POINT, OR MORE",2023,UNKNOWN,1
ANGLE,FOUR WAY,2019,BLOWING SNOW,1
ANGLE,FOUR WAY,2019,CLEAR,1514
ANGLE,FOUR WAY,2019,CLOUDY/OVERCAST,82
ANGLE,FOUR WAY,2019,FOG/SMOKE/HAZE,3
ANGLE,FOUR WAY,2019,FREEZING RAIN/DRIZZLE,5
ANGLE,FOUR WAY,2019,OTHER,12
ANGLE,FOUR WAY,2019,RAIN,245
ANGLE,FOUR WAY,2019,SLEET/HAIL,2
ANGLE,FOUR WAY,2019,SNOW,37
ANGLE,FOUR WAY,2019,UNKNOWN,21
ANGLE,FOUR WAY,2020,"BLOWING SAND, SOIL, DIRT",1
ANGLE,FOUR WAY,2020,BLOWING SNOW,1
ANGLE,FOUR WAY,2020,CLEAR,2389
ANGLE,FOUR WAY,2020,CLOUDY/OVERCAST,89
ANGLE,FOUR WAY,2020,FOG/SMOKE/HAZE,4
ANGLE,FOUR WAY,2020,FREEZING RAIN/DRIZZLE,4
ANGLE,FOUR WAY,2020,OTHER,8
ANGLE,FOUR WAY,2020,RAIN,287
ANGLE,FOUR WAY,2020,SLEET/HAIL,7
ANGLE,FOUR WAY,2020,SNOW,80
ANGLE,FOUR WAY,2020,UNKNOWN,41
ANGLE,FOUR WAY,2021,BLOWING SNOW,4
ANGLE,FOUR WAY,2021,CLEAR,2849
ANGLE,FOUR WAY,2021,CLOUDY/OVERCAST,129
ANGLE,FOUR WAY,2021,FOG/SMOKE/HAZE,6
ANGLE,FOUR WAY,2021,FREEZING RAIN/DRIZZLE,13
ANGLE,FOUR WAY,2021,OTHER,11
ANGLE,FOUR WAY,2021,RAIN,293
ANGLE,FOUR WAY,2021,SEVERE CROSS WIND GATE,1
ANGLE,FOUR WAY,2021,SLEET/HAIL,3
ANGLE,FOUR WAY,2021,SNOW,95
ANGLE,FOUR WAY,2021,UNKNOWN,81
ANGLE,FOUR WAY,2022,BLOWING SNOW,15
ANGLE,FOUR WAY,2022,CLEAR,2920
ANGLE,FOUR WAY,2022,CLOUDY/OVERCAST,124
ANGLE,FOUR WAY,2022,FOG/SMOKE/HAZE,4
ANGLE,FOUR WAY,2022,FREEZING RAIN/DRIZZLE,17
ANGLE,FOUR WAY,2022,OTHER,17
ANGLE,FOUR WAY,2022,RAIN,377
ANGLE,FOUR WAY,2022,SLEET/HAIL,6
ANGLE,FOUR WAY,2022,SNOW,169
ANGLE,FOUR WAY,2022,UNKNOWN,101
ANGLE,FOUR WAY,2023,BLOWING SNOW,4
ANGLE,FOUR WAY,2023,CLEAR,2554
ANGLE,FOUR WAY,2023,CLOUDY/OVERCAST,114
ANGLE,FOUR WAY,2023,FOG/SMOKE/HAZE,9
ANGLE,FOUR WAY,2023,FREEZING RAIN/DRIZZLE,13
ANGLE,FOUR WAY,2023,OTHER,8
ANGLE,FOUR WAY,2023,RAIN,389
ANGLE,FOUR WAY,2023,SLEET/HAIL,5
ANGLE,FOUR WAY,2023,SNOW,65
ANGLE,FOUR WAY,2023,UNKNOWN,126
ANGLE,L-INTERSECTION,2019,CLEAR,6
ANGLE,L-INTERSECTION,2020,CLEAR,6
ANGLE,L-INTERSECTION,2020,RAIN,1
ANGLE,L-INTERSECTION,2020,SNOW,1
ANGLE,L-INTERSECTION,2021,CLEAR,5
ANGLE,L-INTERSECTION,2021,SNOW,1
ANGLE,L-INTERSECTION,2022,CLEAR,4
ANGLE,L-INTERSECTION,2023,CLEAR,3
ANGLE,NOT DIVIDED,2015,CLEAR,252
ANGLE,NOT DIVIDED,2015,CLOUDY/OVERCAST,13
ANGLE,NOT DIVIDED,2015,FOG/SMOKE/HAZE,1
ANGLE,NOT DIVIDED,2015,RAIN,34
ANGLE,NOT DIVIDED,2015,SLEET/HAIL,1
ANGLE,NOT DIVIDED,2015,SNOW,10
ANGLE,NOT DIVIDED,2015,UNKNOWN,10
ANGLE,NOT DIVIDED,2016,CLEAR,1464
ANGLE,NOT DIVIDED,2016,CLOUDY/OVERCAST,60
ANGLE,NOT DIVIDED,2016,FOG/SMOKE/HAZE,1
ANGLE,NOT DIVIDED,2016,OTHER,2
ANGLE,NOT DIVIDED,2016,RAIN,181
ANGLE,NOT DIVIDED,2016,SLEET/HAIL,4
ANGLE,NOT DIVIDED,2016,SNOW,41
ANGLE,NOT DIVIDED,2016,UNKNOWN,77
ANGLE,NOT DIVIDED,2017,CLEAR,3305
ANGLE,NOT DIVIDED,2017,CLOUDY/OVERCAST,124
ANGLE,NOT DIVIDED,2017,FOG/SMOKE/HAZE,7
ANGLE,NOT DIVIDED,2017,OTHER,8
ANGLE,NOT DIVIDED,2017,RAIN,452
ANGLE,NOT DIVIDED,2017,SLEET/HAIL,3
ANGLE,NOT DIVIDED,2017,SNOW,96
ANGLE,NOT DIVIDED,2017,UNKNOWN,53
ANGLE,NOT DIVIDED,2018,CLEAR,4803
ANGLE,NOT DIVIDED,2018,CLOUDY/OVERCAST,239
ANGLE,NOT DIVIDED,2018,FOG/SMOKE/HAZE,18
ANGLE,NOT DIVIDED,2018,OTHER,21
ANGLE,NOT DIVIDED,2018,RAIN,689
ANGLE,NOT DIVIDED,2018,SLEET/HAIL,11
ANGLE,NOT DIVIDED,2018,SNOW,263
ANGLE,NOT DIVIDED,2018,UNKNOWN,102
ANGLE,NOT DIVIDED,2019,BLOWING SNOW,1
ANGLE,NOT DIVIDED,2019,CLEAR,3489
ANGLE,NOT DIVIDED,2019,CLOUDY/OVERCAST,174
ANGLE,NOT DIVIDED,2019,FOG/SMOKE/HAZE,4
ANGLE,NOT DIVIDED,2019,FREEZING RAIN/DRIZZLE,2
ANGLE,NOT DIVIDED,2019,OTHER,18
ANGLE,NOT DIVIDED,2019,RAIN,547
ANGLE,NOT DIVIDED,2019,SEVERE CROSS WIND GATE,1
ANGLE,NOT DIVIDED,2019,SLEET/HAIL,17
ANGLE,NOT DIVIDED,2019,SNOW,220
ANGLE,NOT DIVIDED,2019,UNKNOWN,91
ANGLE,NOT DIVIDED,2020,BLOWING SNOW,1
ANGLE,NOT DIVIDED,2020,CLEAR,2796
ANGLE,NOT DIVIDED,2020,CLOUDY/OVERCAST,93
ANGLE,NOT DIVIDED,2020,FOG/SMOKE/HAZE,5
ANGLE,NOT DIVIDED,2020,FREEZING RAIN/DRIZZLE,14
ANGLE,NOT DIVIDED,2020,OTHER,8
ANGLE,NOT DIVIDED,2020,RAIN,315
ANGLE,NOT DIVIDED,2020,SLEET/HAIL,1
ANGLE,NOT DIVIDED,2020,SNOW,116
ANGLE,NOT DIVIDED,2020,UNKNOWN,34
ANGLE,NOT DIVIDED,2021,BLOWING SNOW,4
ANGLE,NOT DIVIDED,2021,CLEAR,3475
ANGLE,NOT DIVIDED,2021,CLOUDY/OVERCAST,126
ANGLE,NOT DIVIDED,2021,FOG/SMOKE/HAZE,1
ANGLE,NOT DIVIDED,2021,FREEZING RAIN/DRIZZLE,4
ANGLE,NOT DIVIDED,2021,OTHER,12
ANGLE,NOT DIVIDED,2021,RAIN,349
ANGLE,NOT DIVIDED,2021,SLEET/HAIL,6
ANGLE,NOT DIVIDED,2021,SNOW,141
ANGLE,NOT DIVIDED,2021,UNKNOWN,113
ANGLE,NOT DIVIDED,2022,BLOWING SNOW,3
ANGLE,NOT DIVIDED,2022,CLEAR,3098
ANGLE,NOT DIVIDED,2022,CLOUDY/OVERCAST,114
ANGLE,NOT DIVIDED,2022,FOG/SMOKE/HAZE,3
ANGLE,NOT DIVIDED,2022,FREEZING RAIN/DRIZZLE,9
ANGLE,NOT DIVIDED,2022,OTHER,8
ANGLE,NOT DIVIDED,2022,RAIN,374
